,playerid,name,twit_url,twit_handle,insta_url,insta_handle,twit_id,twit_followers_count,twit_tweet_count,tweet_retweet_count,tweet_reply_count,tweet_like_count,tweet_quote_count,pos,age,tm,g,gs,mp,fg,fga,fgpct,threep,threepa,threeppct,twop,twopa,twoppct,efgpct,ft,fta,ftpct,orb,drb,trb,ast,stl,blk,tov,pf,pts,dist,pct_of_fga_by_distance_2p,pct_of_fga_by_distance_0to3,pct_of_fga_by_distance_3to10,pct_of_fga_by_distance_10to16,pct_of_fga_by_distance_16to3p,pct_of_fga_by_distance_3p,fgpct_by_distance_2p,fgpct_by_distance_0to3,fgpct_by_distance_3to10,fgpct_by_distance_10to16,fgpct_by_distance_16to3p,fgpct_by_distance_3p,pct_of_fg_astd_2p,pct_of_fg_astd_3p,dunks_pctfga,dunks_num,corner_3s_pct3pa,corner_3s_3ppct,heaves_att,heaves_num,salary_2021_22,br_name,br_url,twit_likes_per_post,inst_id,inst_followers,inst_follows,inst_posts,inst_likes_12,inst_comments_12,inst_likes_per_week,inst_comments_per_week
135,204001,Kristaps Porzingis,https://twitter.com/kporzee,kporzee,https://instagram.com/kporzee,kporzee,222932212,375382,1621,5374,1113,42041,655,PF,26.0,DAL,34.0,34.0,1002.0,229.0,508.0,0.451,49.0,173.0,0.283,180.0,335.0,0.537,0.499,147.0,170.0,0.865,64.0,197.0,261.0,69.0,25.0,59.0,53.0,88.0,654.0,14.3,0.659,0.23,0.161,0.191,0.077,0.341,0.537,0.778,0.427,0.392,0.41,0.283,0.711,1.0,0.132,60.0,0.029,0.4,0.0,0.0,31650600,Kristaps Porzingis,https://www.basketball-reference.com/players/p/porzikr01.html,25.93522516964837,178146107,1580296,449,457,692398,5799,41782.63793103448,349.9396551724138
136,203939,Dwight Powell,https://twitter.com/DwightPowell33,DwightPowell33,https://instagram.com/dwightpowell,dwightpowell,2445047678,16183,94,0,0,0,0,C,30.0,DAL,55.0,44.0,1116.0,152.0,236.0,0.644,12.0,31.0,0.387,140.0,205.0,0.683,0.669,89.0,119.0,0.748,108.0,134.0,242.0,60.0,28.0,22.0,42.0,135.0,405.0,5.3,0.869,0.695,0.14,0.013,0.021,0.131,0.683,0.762,0.394,0.667,0.0,0.387,0.879,1.0,0.305,65.0,0.258,0.625,0.0,0.0,11080125,Dwight Powell,https://www.basketball-reference.com/players/p/poweldw01.html,0.0,26661018,88199,1772,215,26154,462,1538.470588235294,27.176470588235293
137,1630182,Josh Green,https://twitter.com/JoshBGreen,JoshBGreen,https://instagram.com/joshgreen,joshgreen,3255273577,24238,1736,526,170,6690,30,SG,21.0,DAL,40.0,0.0,553.0,72.0,139.0,0.518,10.0,32.0,0.313,62.0,107.0,0.579,0.554,25.0,35.0,0.714,27.0,56.0,83.0,51.0,26.0,8.0,20.0,64.0,179.0,10.2,0.77,0.353,0.223,0.137,0.058,0.23,0.579,0.776,0.419,0.421,0.375,0.313,0.726,1.0,0.079,11.0,0.656,0.333,1.0,0.0,2957520,Josh Green,https://www.basketball-reference.com/players/g/greenjo02.html,3.8536866359447006,807675486,158859,496,100,22389,182,2656.322033898305,21.59322033898305
138,1629650,Moses Brown,https://twitter.com/MosesBrown_,MosesBrown_,https://instagram.com/moses_tv,moses_tv,1032124585880248320,1068,24,0,0,0,0,C,22.0,DAL,26.0,1.0,169.0,27.0,50.0,0.54,0.0,0.0,,27.0,50.0,0.54,0.54,27.0,43.0,0.628,16.0,45.0,61.0,1.0,3.0,9.0,14.0,28.0,81.0,2.3,1.0,0.78,0.2,0.02,0.0,0.0,0.54,0.59,0.4,0.0,0.0,0.0,0.852,0.0,0.54,19.0,0.0,0.0,0.0,0.0,1701593,Moses Brown,https://www.basketball-reference.com/players/b/brownmo01.html,0.0,254282731,78765,998,176,24999,629,1923.0,48.38461538461539
139,1627827,Dorian Finney-Smith,https://twitter.com/doefinney_10,doefinney_10,https://instagram.com/doedoe_10,doedoe_10,3613501949,15306,228,17293,0,0,0,PF,28.0,DAL,54.0,54.0,1753.0,200.0,460.0,0.435,101.0,278.0,0.363,99.0,182.0,0.544,0.545,44.0,64.0,0.688,86.0,175.0,261.0,106.0,64.0,28.0,57.0,120.0,545.0,16.5,0.396,0.246,0.104,0.033,0.013,0.604,0.544,0.69,0.25,0.467,0.333,0.363,0.768,0.99,0.085,33.0,0.41,0.439,1.0,0.0,4000000,Dorian Finney-Smith,https://www.basketball-reference.com/players/f/finnedo01.html,0.0,379462437,71406,926,37,18285,776,1361.648936170213,57.78723404255319
140,203501,Tim Hardaway Jr.,https://twitter.com/t_hardjr,HardawaySr,https://www.instagram.com/timmyjr10,timmyjr10,1042558487429967872,3556,304,0,0,0,0,SG,29.0,DAL,42.0,20.0,1245.0,209.0,530.0,0.394,102.0,304.0,0.336,107.0,226.0,0.473,0.491,78.0,103.0,0.757,13.0,143.0,156.0,92.0,38.0,6.0,34.0,74.0,598.0,19.6,0.426,0.094,0.092,0.098,0.142,0.574,0.473,0.68,0.429,0.404,0.413,0.336,0.664,0.804,0.034,15.0,0.194,0.322,4.0,0.0,21306816,Tim Hardaway Jr.,https://www.basketball-reference.com/players/h/hardati01.html,0.0,211849705,490734,789,586,69175,741,4525.467289719626,48.47663551401869
141,1628973,Jalen Brunson,https://twitter.com/jalenbrunson1,jalenbrunson1,https://instagram.com/jalenbrunson1,jalenbrunson1,1463892300,49442,4658,7638,1147,44998,299,PG,25.0,DAL,54.0,36.0,1708.0,350.0,690.0,0.507,57.0,161.0,0.354,293.0,529.0,0.554,0.549,111.0,137.0,0.81,30.0,176.0,206.0,295.0,49.0,3.0,93.0,101.0,868.0,13.0,0.767,0.149,0.284,0.194,0.139,0.233,0.554,0.699,0.546,0.522,0.458,0.354,0.232,0.772,0.007,5.0,0.261,0.476,0.0,0.0,1802057,Jalen Brunson,https://www.basketball-reference.com/players/b/brunsja01.html,9.660369257191928,807285742,132170,778,282,75388,666,4841.431192660551,42.77064220183486
142,1628373,Frank Ntilikina,https://twitter.com/FrankLikina,FrankLikina,https://instagram.com/frank_ntilikina,frank_ntilikina,772164285388709888,86362,594,857,760,6232,104,PG,23.0,DAL,44.0,5.0,567.0,68.0,180.0,0.378,32.0,94.0,0.34,36.0,86.0,0.419,0.467,23.0,24.0,0.958,7.0,55.0,62.0,53.0,23.0,6.0,25.0,49.0,191.0,18.0,0.478,0.106,0.15,0.1,0.122,0.522,0.419,0.368,0.444,0.444,0.409,0.34,0.583,0.906,0.017,1.0,0.277,0.346,1.0,0.0,1789256,Frank Ntilikina,https://www.basketball-reference.com/players/n/ntilila01.html,10.491582491582491,254171603,248199,961,80,120591,925,7153.703389830508,54.8728813559322
143,1629033,Theo Pinson,https://twitter.com/tpinsonn,tpinsonn,https://instagram.com/tpinsonn,tpinsonn,257492235,80958,7962,4608,1625,50355,585,SF,26.0,DAL,16.0,0.0,120.0,9.0,32.0,0.281,6.0,25.0,0.24,3.0,7.0,0.429,0.375,4.0,4.0,1.0,1.0,18.0,19.0,13.0,4.0,2.0,2.0,9.0,28.0,22.2,0.219,0.063,0.063,0.0,0.094,0.781,0.429,0.5,0.0,0.0,0.667,0.24,0.333,0.833,0.031,1.0,0.08,0.5,0.0,0.0,440710,Theo Pinson,https://www.basketball-reference.com/players/p/pinsoth01.html,6.324415975885456,175491170,136615,874,802,61354,708,4382.428571428572,50.57142857142857
144,203493,Reggie Bullock,https://twitter.com/ReggieBullock35,ReggieBullock35,https://instagram.com/y0bull,y0bull,91225009,101219,16587,24319,1959,99498,1204,SF,30.0,DAL,47.0,16.0,1164.0,130.0,316.0,0.411,86.0,240.0,0.358,44.0,76.0,0.579,0.547,27.0,32.0,0.844,20.0,141.0,161.0,49.0,25.0,6.0,25.0,62.0,373.0,20.6,0.241,0.098,0.051,0.038,0.054,0.759,0.579,0.71,0.438,0.667,0.412,0.358,0.818,0.977,0.003,1.0,0.438,0.429,0.0,0.0,9536000,Reggie Bullock,https://www.basketball-reference.com/players/b/bullore01.html,5.998553083740279,23479375,178771,129,28,22350,66,3476.6666666666665,10.266666666666666
145,1627737,Marquese Chriss,https://twitter.com/quese,quese,https://instagram.com/quese,quese,1039001280,34049,22110,71344,21,520,3,PF,24.0,DAL,22.0,0.0,251.0,48.0,98.0,0.49,7.0,20.0,0.35,41.0,78.0,0.526,0.526,12.0,19.0,0.632,20.0,58.0,78.0,12.0,11.0,10.0,17.0,49.0,115.0,8.7,0.796,0.48,0.276,0.02,0.02,0.204,0.526,0.66,0.259,1.0,0.5,0.35,0.854,1.0,0.224,19.0,0.25,0.4,1.0,0.0,1292900,Marquese Chriss,https://www.basketball-reference.com/players/c/chrisma01.html,0.0235187697874265,269788456,135602,802,127,14344,195,2713.7297297297296,36.891891891891895
146,1628467,Maxi Kleber,https://twitter.com/MaxiKleber,MaxiKleber,https://instagram.com/maximilian.kleber,maximilian.kleber,888161623155896321,15987,28,0,0,0,0,PF,30.0,DAL,38.0,20.0,952.0,98.0,231.0,0.424,64.0,171.0,0.374,34.0,60.0,0.567,0.563,27.0,35.0,0.771,43.0,181.0,224.0,43.0,19.0,38.0,28.0,86.0,287.0,20.6,0.26,0.126,0.061,0.048,0.026,0.74,0.567,0.931,0.214,0.273,0.167,0.374,0.824,0.984,0.043,10.0,0.251,0.349,1.0,0.0,8825000,Maxi Kleber,https://www.basketball-reference.com/players/k/klebima01.html,0.0,2144010845,103324,497,117,21970,329,1410.9174311926606,21.12844036697248
147,1626246,Boban Marjanovic,https://twitter.com/BobanMarjanovic,BobanMarjanovic,https://instagram.com/boban,boban,1031967637561954304,108789,210,135,57,1741,24,C,33.0,DAL,17.0,0.0,98.0,36.0,57.0,0.632,1.0,3.0,0.333,35.0,54.0,0.648,0.64,8.0,16.0,0.5,7.0,23.0,30.0,2.0,0.0,2.0,11.0,20.0,81.0,7.1,0.947,0.333,0.386,0.193,0.035,0.053,0.648,0.737,0.636,0.455,1.0,0.333,0.743,1.0,0.123,7.0,0.0,0.0,0.0,0.0,3500000,Boban Marjanovic,https://www.basketball-reference.com/players/m/marjabo01.html,8.290476190476191,1176473261,907812,849,318,482302,2490,31850.13207547169,164.43396226415095
148,1629029,Luka Doncic,https://twitter.com/luka7doncic,luka7doncic,https://instagram.com/lukadoncic,lukadoncic,460116210,1434959,4328,10302,813,92486,499,PG,22.0,DAL,40.0,40.0,1403.0,374.0,840.0,0.445,100.0,316.0,0.316,274.0,524.0,0.523,0.505,198.0,269.0,0.736,36.0,319.0,355.0,367.0,49.0,19.0,172.0,94.0,1046.0,15.3,0.624,0.132,0.24,0.185,0.067,0.376,0.523,0.73,0.51,0.465,0.321,0.316,0.12,0.24,0.005,3.0,0.047,0.2,0.0,0.0,10174391,Luka Doncic,https://www.basketball-reference.com/players/d/doncilu01.html,21.36922365988909,237213623,6326278,607,1545,3707187,10603,312654.3253012048,894.2289156626506
149,1628978,Donte DiVincenzo,https://twitter.com/Divincenzo,Divincenzo,https://instagram.com/divincenzo,divincenzo,1248694675453681665,15795,161,21767,368,11561,295,SG,25.0,MIL,17.0,0.0,341.0,39.0,118.0,0.331,21.0,74.0,0.284,18.0,44.0,0.409,0.419,23.0,27.0,0.852,18.0,42.0,60.0,29.0,11.0,3.0,28.0,26.0,122.0,17.9,0.373,0.212,0.11,0.017,0.034,0.627,0.409,0.52,0.308,0.5,0.0,0.284,0.556,0.714,0.025,2.0,0.284,0.238,1.0,0.0,4675830,Donte DiVincenzo,https://www.basketball-reference.com/players/d/divindo01.html,71.80745341614907,35630326791,78044,56,41,32402,12,1938.5811965811963,0.717948717948718
150,201588,George Hill,https://twitter.com/George_Hill3,George_Hill3,https://instagram.com/indianageorge3,indianageorge3,87080278,230224,13339,621,12,178,1,SG,35.0,MIL,41.0,16.0,1044.0,102.0,234.0,0.436,37.0,117.0,0.316,65.0,117.0,0.556,0.515,48.0,50.0,0.96,35.0,97.0,132.0,101.0,33.0,6.0,35.0,57.0,289.0,15.7,0.5,0.252,0.137,0.064,0.047,0.5,0.556,0.763,0.344,0.333,0.364,0.316,0.462,0.946,0.017,3.0,0.402,0.383,1.0,0.0,5275491,George Hill,https://www.basketball-reference.com/players/h/hillge01.html,0.0133443286603193,12793727,293022,1444,1168,1274,31,193.8695652173913,4.717391304347826
151,203918,Rodney Hood,https://twitter.com/rodneyhood,rodneyhood,https://instagram.com/hoodie5,hoodie5,4837832648,47363,107,0,0,0,0,SF,29.0,MIL,39.0,0.0,581.0,46.0,131.0,0.351,24.0,80.0,0.3,22.0,51.0,0.431,0.443,13.0,14.0,0.929,13.0,54.0,67.0,30.0,12.0,4.0,7.0,27.0,129.0,19.9,0.389,0.099,0.084,0.084,0.122,0.611,0.431,0.846,0.273,0.455,0.188,0.3,0.545,0.917,0.008,1.0,0.3,0.333,0.0,0.0,2239544,Rodney Hood,https://www.basketball-reference.com/players/h/hoodro01.html,0.0,52348768,209408,454,57,23268,221,1467.3513513513512,13.936936936936936
152,1628960,Grayson Allen,https://twitter.com/GraysonJAllen,GraysonJAllen,https://instagram.com/graysonjallen,graysonjallen,608751926,257453,4945,331,922,2768,73,SG,26.0,MIL,46.0,45.0,1298.0,187.0,437.0,0.428,117.0,297.0,0.394,70.0,140.0,0.5,0.562,48.0,56.0,0.857,25.0,135.0,160.0,70.0,38.0,15.0,28.0,64.0,539.0,19.3,0.32,0.153,0.092,0.057,0.018,0.68,0.5,0.612,0.425,0.36,0.375,0.394,0.657,0.906,0.023,7.0,0.259,0.442,0.0,0.0,4054695,Grayson Allen,https://www.basketball-reference.com/players/a/allengr01.html,0.5597573306370071,190373246,390108,183,81,88752,10422,5547.0,651.375
153,1626171,Bobby Portis,https://twitter.com/BPortistime,BPortistime,https://instagram.com/bportistime,bportistime,294380360,148002,5325,76177,4046,466456,3687,C,26.0,MIL,47.0,42.0,1351.0,285.0,583.0,0.489,94.0,220.0,0.427,191.0,363.0,0.526,0.569,67.0,87.0,0.77,122.0,304.0,426.0,61.0,34.0,39.0,70.0,125.0,731.0,14.3,0.623,0.221,0.194,0.123,0.084,0.377,0.526,0.636,0.478,0.444,0.469,0.427,0.555,1.0,0.036,15.0,0.341,0.453,1.0,0.0,4347600,Bobby Portis,https://www.basketball-reference.com/players/p/portibo01.html,87.59737089201877,12945947,261064,435,265,214872,2455,22789.454545454544,260.3787878787879
154,201572,Brook Lopez,https://twitter.com/RealBrookLopez,RealBrookLopez,,,626498180,1525,72,0,0,0,0,C,33.0,MIL,1.0,1.0,28.0,3.0,9.0,0.333,2.0,4.0,0.5,1.0,5.0,0.2,0.444,0.0,0.0,,2.0,3.0,5.0,0.0,1.0,3.0,0.0,3.0,8.0,17.0,0.556,0.111,0.111,0.222,0.111,0.444,0.2,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.111,1.0,0.5,0.5,0.0,0.0,13302325,Brook Lopez,https://www.basketball-reference.com/players/l/lopezbr01.html,0.0,0,0,0,0,0,0,0.0,0.0
155,1629670,Jordan Nwora,https://twitter.com/JordanNwora,JordanNwora,https://instagram.com/jordannwora,jordannwora,585978299,30543,5424,47735,347,29912,82,SF,23.0,MIL,42.0,9.0,805.0,130.0,319.0,0.408,59.0,161.0,0.366,71.0,158.0,0.449,0.5,16.0,21.0,0.762,28.0,130.0,158.0,43.0,20.0,13.0,40.0,48.0,335.0,17.2,0.495,0.179,0.113,0.1,0.103,0.505,0.449,0.702,0.361,0.313,0.242,0.366,0.563,0.763,0.028,7.0,0.298,0.375,0.0,0.0,1517981,Jordan Nwora,https://www.basketball-reference.com/players/n/nworajo01.html,5.514749262536873,431872512,86909,641,85,67382,1009,3997.237288135593,59.85593220338983
156,201950,Jrue Holiday,https://twitter.com/Jrue_Holiday11,Jrue_Holiday11,https://instagram.com/jrue_holiday11,jrue_holiday11,309516587,187681,3537,1161,187,6718,49,PG,31.0,MIL,43.0,40.0,1408.0,308.0,612.0,0.503,77.0,195.0,0.395,231.0,417.0,0.554,0.566,76.0,100.0,0.76,41.0,160.0,201.0,288.0,65.0,24.0,115.0,80.0,769.0,12.9,0.681,0.24,0.26,0.121,0.06,0.319,0.554,0.612,0.478,0.608,0.541,0.395,0.177,0.429,0.007,4.0,0.108,0.381,0.0,0.0,32431333,Jrue Holiday,https://www.basketball-reference.com/players/h/holidjr01.html,1.8993497314108,8714550,502026,2962,160,203736,1411,13846.135922330095,95.89320388349516
157,203114,Khris Middleton,https://twitter.com/Khris22m,Khris22m,https://instagram.com/k_mid22,k_mid22,58667088,105501,2813,164,121,2487,19,SF,30.0,MIL,44.0,44.0,1402.0,291.0,659.0,0.442,104.0,276.0,0.377,187.0,383.0,0.488,0.52,171.0,194.0,0.881,29.0,216.0,245.0,231.0,55.0,13.0,133.0,109.0,857.0,17.2,0.581,0.112,0.131,0.199,0.14,0.419,0.488,0.73,0.337,0.511,0.402,0.377,0.342,0.673,0.008,4.0,0.116,0.469,0.0,0.0,35500000,Khris Middleton,https://www.basketball-reference.com/players/m/middlkh01.html,0.8841094916459296,197686276,408096,468,433,148933,1232,8835.00847457627,73.08474576271186
158,202083,Wesley Matthews,https://twitter.com/WessyWes23,WessyWes23,https://instagram.com/wessywes23,wessywes23,232049361,248602,6473,0,0,0,0,SG,35.0,MIL,27.0,6.0,524.0,52.0,126.0,0.413,31.0,90.0,0.344,21.0,36.0,0.583,0.536,6.0,10.0,0.6,15.0,38.0,53.0,19.0,12.0,5.0,10.0,52.0,141.0,19.4,0.286,0.127,0.111,0.048,0.0,0.714,0.583,0.813,0.429,0.333,0.0,0.344,0.619,0.968,0.0,0.0,0.356,0.313,0.0,0.0,1958495,Wesley Matthews,https://www.basketball-reference.com/players/m/matthwe02.html,0.0,145228975,225566,394,644,26001,254,3309.218181818182,32.32727272727273
159,1626192,Pat Connaughton,https://twitter.com/pconnaughton,pconnaughton,https://instagram.com/patconnaughton,patconnaughton,347265384,75357,6703,45125,1261,100752,537,SG,29.0,MIL,53.0,18.0,1441.0,193.0,408.0,0.473,124.0,300.0,0.413,69.0,108.0,0.639,0.625,30.0,37.0,0.811,37.0,197.0,234.0,66.0,50.0,14.0,31.0,72.0,540.0,20.0,0.265,0.159,0.074,0.027,0.005,0.735,0.639,0.723,0.5,0.636,0.0,0.413,0.768,0.96,0.017,6.0,0.31,0.43,1.0,0.0,5333334,Pat Connaughton,https://www.basketball-reference.com/players/c/connapa01.html,15.030881694763538,26559007,180223,975,327,204066,1874,12986.018181818185,119.25454545454546
160,1629623,Lindell Wigginton,https://twitter.com/Lwigginton5,Lwigginton5,https://instagram.com/rnstmojo,rnstmojo,371045117,10050,6913,22756,14,672,4,PG,23.0,MIL,6.0,0.0,25.0,6.0,6.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.167,0.0,0.0,,0.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,14.0,9.3,0.667,0.667,0.0,0.0,0.0,0.333,1.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.5,1.0,0.0,0.0,233973,Lindell Wigginton,https://www.basketball-reference.com/players/w/wiggili01.html,0.0972081585418776,192742453,35525,448,23,16571,884,1064.1926605504586,56.77064220183486
161,203507,Giannis Antetokounmpo,https://twitter.com/Giannis_An34,Giannis_An34,https://instagram.com/Giannis_An34,Giannis_An34,2279776304,2124614,1618,141225,18409,2149089,22375,PF,27.0,MIL,46.0,46.0,1499.0,461.0,848.0,0.544,54.0,178.0,0.303,407.0,670.0,0.607,0.575,367.0,508.0,0.722,86.0,433.0,519.0,275.0,45.0,66.0,153.0,148.0,1343.0,10.5,0.79,0.384,0.196,0.13,0.08,0.21,0.607,0.825,0.41,0.391,0.397,0.303,0.418,0.37,0.142,113.0,0.022,0.25,1.0,0.0,39344900,Giannis Antetokounmpo,https://www.basketball-reference.com/players/a/antetgi01.html,1328.2379480840543,912639211,12001866,90,763,6580477,24483,3543333.769230769,13183.153846153846
162,1628400,Semi Ojeleye,https://twitter.com/semi,semi,https://instagram.com/semi,semi,137583689,34434,720,3303,16,91,2,PF,27.0,MIL,20.0,0.0,308.0,18.0,70.0,0.257,11.0,41.0,0.268,7.0,29.0,0.241,0.336,10.0,13.0,0.769,25.0,33.0,58.0,5.0,5.0,5.0,5.0,26.0,57.0,17.9,0.414,0.086,0.229,0.1,0.0,0.586,0.241,0.667,0.188,0.0,0.0,0.268,0.857,0.818,0.057,3.0,0.39,0.25,1.0,0.0,1789256,Semi Ojeleye,https://www.basketball-reference.com/players/o/ojelese01.html,0.1263888888888888,6324952272,112671,1129,182,8201,177,597.9895833333334,12.90625
163,203648,Thanasis Antetokounmpo,https://twitter.com/Thanasis_ante43,Thanasis_ante43,https://instagram.com/thanasis_ante43,thanasis_ante43,334629775,85051,9534,23515,1107,104050,326,SF,29.0,MIL,33.0,5.0,347.0,38.0,83.0,0.458,1.0,11.0,0.091,37.0,72.0,0.514,0.464,15.0,24.0,0.625,30.0,47.0,77.0,19.0,13.0,8.0,19.0,56.0,92.0,5.8,0.867,0.614,0.205,0.048,0.0,0.133,0.514,0.608,0.294,0.25,0.0,0.091,0.676,1.0,0.241,16.0,0.545,0.167,0.0,0.0,1729217,Thanasis Antetokounmpo,https://www.basketball-reference.com/players/a/antetth01.html,10.91357247744913,33888088,1429687,658,738,492596,1634,215510.75,714.875
164,1630572,Sandro Mamukelashvili,https://twitter.com/Mamukelashvili5,Mamukelashvili5,https://instagram.com/ma23mu,ma23mu,3080415491,7329,2072,39498,221,12164,47,PF,22.0,MIL,30.0,2.0,295.0,36.0,82.0,0.439,15.0,39.0,0.385,21.0,43.0,0.488,0.53,9.0,12.0,0.75,26.0,30.0,56.0,16.0,7.0,6.0,10.0,18.0,96.0,13.6,0.524,0.402,0.11,0.0,0.012,0.476,0.488,0.606,0.111,0.0,0.0,0.385,0.571,1.0,0.11,7.0,0.282,0.273,0.0,0.0,462629,Sandro Mamukelashvili,https://www.basketball-reference.com/players/m/mamuksa01.html,5.870656370656371,536323287,31011,859,57,36090,536,2317.706422018349,34.42201834862385
165,1630210,Markus Howard,https://twitter.com/markushoward11,markushoward11,https://instagram.com/markus.howard,markus.howard,515871694,11095,4620,0,0,0,0,SG,22.0,DEN,22.0,0.0,134.0,27.0,73.0,0.37,23.0,53.0,0.434,4.0,20.0,0.2,0.527,13.0,14.0,0.929,0.0,6.0,6.0,6.0,7.0,0.0,6.0,11.0,90.0,21.1,0.274,0.068,0.082,0.055,0.068,0.726,0.2,0.2,0.167,0.25,0.2,0.434,0.25,0.87,0.0,0.0,0.283,0.533,0.0,0.0,462629,Markus Howard,https://www.basketball-reference.com/players/h/howarma02.html,0.0,7631806405,60230,1512,33,0,0,0.0,0.0
166,203210,JaMychal Green,https://twitter.com/Jmyke1,Jmyke1,https://instagram.com/roadtoriches_0,roadtoriches_0,171774400,17658,14235,0,0,0,0,PF,31.0,DEN,41.0,7.0,604.0,92.0,200.0,0.46,23.0,87.0,0.264,69.0,113.0,0.611,0.518,48.0,55.0,0.873,38.0,110.0,148.0,35.0,30.0,17.0,36.0,92.0,255.0,13.4,0.565,0.33,0.15,0.04,0.045,0.435,0.611,0.727,0.4,0.25,0.778,0.264,0.696,1.0,0.175,30.0,0.264,0.348,0.0,0.0,8200000,JaMychal Green,https://www.basketball-reference.com/players/g/greenja01.html,0.0,2258085878,38799,704,245,12904,180,785.4608695652174,10.956521739130435
167,1629008,Michael Porter Jr.,,,https://instagram.com/mpj,mpj,0,0,0,0,0,0,0,SF,23.0,DEN,9.0,9.0,265.0,37.0,103.0,0.359,10.0,48.0,0.208,27.0,55.0,0.491,0.408,5.0,9.0,0.556,9.0,50.0,59.0,17.0,10.0,2.0,12.0,16.0,89.0,17.2,0.534,0.165,0.097,0.107,0.165,0.466,0.491,0.706,0.3,0.273,0.529,0.208,0.704,0.9,0.019,2.0,0.104,0.0,1.0,0.0,5258735,Michael Porter Jr.,https://www.basketball-reference.com/players/p/portemi01.html,,5650880959,739422,122,49,16514,19,8892.153846153846,10.23076923076923
168,1630538,Bones Hyland,https://twitter.com/BizzyBones11,BizzyBones11,,,2276214167,24369,7211,42211,2352,104159,635,PG,21.0,DEN,42.0,0.0,742.0,122.0,333.0,0.366,71.0,204.0,0.348,51.0,129.0,0.395,0.473,48.0,54.0,0.889,7.0,106.0,113.0,82.0,20.0,13.0,49.0,87.0,363.0,19.0,0.387,0.123,0.141,0.081,0.042,0.613,0.395,0.61,0.234,0.296,0.5,0.348,0.373,0.676,0.012,3.0,0.162,0.273,2.0,0.0,2096880,Bones Hyland,https://www.basketball-reference.com/players/h/hylanbo01.html,14.444459853002355,0,0,0,0,0,0,0.0,0.0
169,202326,DeMarcus Cousins,https://twitter.com/boogiecousins,boogiecousins,https://instagram.com/boogiecousins,boogiecousins,132752344,1251129,6131,2305,497,41344,210,C,31.0,TOT,22.0,5.0,353.0,64.0,153.0,0.418,16.0,61.0,0.262,48.0,92.0,0.522,0.471,40.0,52.0,0.769,34.0,99.0,133.0,23.0,20.0,9.0,29.0,61.0,184.0,12.1,0.601,0.386,0.19,0.013,0.013,0.399,0.522,0.627,0.379,0.0,0.0,0.262,0.688,1.0,0.059,8.0,0.098,0.333,0.0,0.0,1203925,DeMarcus Cousins,https://www.basketball-reference.com/players/c/couside01.html,6.743435002446583,26010027,3050411,1449,193,1185100,19882,73413.27433628318,1231.628318584071
170,203115,Will Barton,https://twitter.com/WillTheThrillB5,WillTheThrillB5,https://www.instagram.com/willthethrillb5,willthethrillb5,529603839,46359,10988,1738,279,7789,89,SG,31.0,DEN,47.0,47.0,1533.0,279.0,628.0,0.444,110.0,293.0,0.375,169.0,335.0,0.504,0.532,63.0,81.0,0.778,32.0,202.0,234.0,195.0,41.0,25.0,88.0,74.0,731.0,15.7,0.533,0.189,0.193,0.072,0.08,0.467,0.504,0.731,0.388,0.422,0.32,0.375,0.497,0.736,0.025,16.0,0.181,0.509,1.0,0.0,15625000,Will Barton,https://www.basketball-reference.com/players/b/bartowi01.html,0.7088642155078267,28489967,115038,722,17,36846,1146,2282.495575221239,70.99115044247787
171,1630267,Facundo Campazzo,https://twitter.com/facucampazzo,facucampazzo,https://instagram.com/facucampazzo,facucampazzo,351118737,395284,3710,13084,1031,110049,542,PG,30.0,DEN,51.0,4.0,1024.0,97.0,255.0,0.38,51.0,163.0,0.313,46.0,92.0,0.5,0.48,53.0,66.0,0.803,17.0,78.0,95.0,190.0,54.0,20.0,60.0,103.0,298.0,19.0,0.361,0.141,0.153,0.047,0.02,0.639,0.5,0.667,0.41,0.25,0.6,0.313,0.391,0.745,0.004,0.0,0.209,0.265,5.0,0.0,3200000,Facundo Campazzo,https://www.basketball-reference.com/players/c/campafa01.html,29.662803234501347,196829507,623494,271,682,480901,2788,28771.8547008547,166.8034188034188
172,1627854,Bryn Forbes,https://twitter.com/BrynjForbes,BrynjForbes,https://instagram.com/brynforbes,brynforbes,510401871,20781,1124,0,0,0,0,SG,28.0,TOT,51.0,1.0,901.0,169.0,398.0,0.425,82.0,200.0,0.41,87.0,198.0,0.439,0.528,52.0,58.0,0.897,6.0,70.0,76.0,55.0,18.0,3.0,39.0,64.0,472.0,18.8,0.497,0.05,0.143,0.133,0.171,0.503,0.439,0.65,0.386,0.509,0.368,0.41,0.713,0.951,0.0,0.0,0.17,0.5,0.0,0.0,4500000,Bryn Forbes,https://www.basketball-reference.com/players/f/forbebr01.html,0.0,28222547,109513,388,29,65608,1352,4332.603773584906,89.28301886792453
